model,domain_id,question_id,run_number,codex,claude,deepseek
qwen3.5-397b-a17b-moe,1,503,3,4.6,5.0,5.0
qwen3.5-9b,1,503,1,1.4,2.75,3.0
qwen3.5-9b,1,503,2,2.4,3.4,4.0
qwen3.5-9b,1,503,3,1.65,2.15,2.9
qwen3.6-27b-fp8,1,503,1,4.6,4.65,4.5
qwen3.6-27b-fp8,1,503,2,4.6,5.0,5.0
qwen3.6-27b-fp8,1,503,3,4.1,4.6,4.4
qwen3.6-35b-a3b-q8_0,1,503,1,3.85,4.6,5.0
qwen3.6-35b-a3b-q8_0,1,503,2,3.85,4.6,4.65
qwen3.6-35b-a3b-q8_0,1,503,3,3.85,4.25,4.25
command-a-03-2025,1,504,1,3.75,4.0,4.25
command-a-03-2025,1,504,2,3.6,3.0,3.0
command-a-03-2025,1,504,3,3.0,3.75,3.25
deepseek-v4-flash,1,504,1,4.6,4.75,5.0
deepseek-v4-flash,1,504,2,5.0,5.0,4.65
deepseek-v4-flash,1,504,3,4.25,4.15,5.0
gemma-4-12b-it-q8_0-llamacpp-a6000,1,504,1,1.75,2.0,2.0
gemma-4-12b-it-q8_0-llamacpp-a6000,1,504,2,1.6,2.0,2.25
gemma-4-12b-it-q8_0-llamacpp-a6000,1,504,3,2.0,2.25,2.25
gemma-4-31b-it,1,504,1,3.25,3.0,2.85
gemma-4-31b-it,1,504,2,3.35,3.75,3.6
gemma-4-31b-it,1,504,3,3.6,3.75,3.6
glm-5.1,1,504,1,4.45,3.85,3.6
glm-5.1,1,504,2,3.85,4.35,3.6
glm-5.1,1,504,3,4.85,5.0,4.4
hermes-3-llama-3.1-405b,1,504,1,3.6,2.85,3.2
hermes-3-llama-3.1-405b,1,504,2,3.25,4.0,2.25
hermes-3-llama-3.1-405b,1,504,3,3.25,3.65,2.65
llada2.1-flash,1,504,1,3.6,3.75,3.65
llada2.1-flash,1,504,2,2.85,2.85,3.25
llada2.1-flash,1,504,3,3.25,4.25,4.0
llama-3.3-70b-instruct,1,504,1,3.25,3.6,2.25
llama-3.3-70b-instruct,1,504,2,3.35,4.0,2.85
llama-3.3-70b-instruct,1,504,3,3.6,4.25,3.25
llama4-maverick-17b-128e-moe,1,504,1,4.0,4.25,4.0
llama4-maverick-17b-128e-moe,1,504,2,3.65,4.65,4.25
llama4-maverick-17b-128e-moe,1,504,3,4.0,4.15,4.15
mistral-medium-3.5,1,504,1,3.4,3.4,3.5
mistral-medium-3.5,1,504,2,3.4,4.05,3.65
mistral-medium-3.5,1,504,3,3.25,4.25,3.4
qwen3.5-122b-a10b,1,504,1,4.1,4.6,4.0
qwen3.5-122b-a10b,1,504,2,4.6,4.75,4.5
qwen3.5-122b-a10b,1,504,3,4.1,4.6,4.0
qwen3.5-397b-a17b-moe,1,504,1,3.85,3.85,4.25
qwen3.5-397b-a17b-moe,1,504,2,4.0,4.15,3.25
qwen3.5-397b-a17b-moe,1,504,3,4.25,4.65,4.4
qwen3.5-9b,1,504,1,2.6,2.85,2.5
qwen3.5-9b,1,504,2,2.6,2.75,3.25
qwen3.5-9b,1,504,3,2.1,2.6,3.1
qwen3.6-27b-fp8,1,504,1,4.6,4.6,4.0
qwen3.6-27b-fp8,1,504,2,4.0,3.75,3.25
qwen3.6-27b-fp8,1,504,3,3.85,4.25,4.0
qwen3.6-35b-a3b-q8_0,1,504,1,3.6,3.25,4.0
qwen3.6-35b-a3b-q8_0,1,504,2,3.6,3.1,3.6
qwen3.6-35b-a3b-q8_0,1,504,3,3.45,3.45,2.6
command-a-03-2025,1,505,1,4.25,4.25,4.25
command-a-03-2025,1,505,2,3.85,4.25,3.6
command-a-03-2025,1,505,3,3.25,3.25,4.0
deepseek-v4-flash,1,505,1,3.6,3.75,4.0
deepseek-v4-flash,1,505,2,4.0,4.15,4.4
deepseek-v4-flash,1,505,3,3.75,3.75,4.0
gemma-4-12b-it-q8_0-llamacpp-a6000,1,505,1,1.6,2.15,2.0
gemma-4-12b-it-q8_0-llamacpp-a6000,1,505,2,1.75,2.4,1.25
gemma-4-12b-it-q8_0-llamacpp-a6000,1,505,3,1.75,2.15,2.25
gemma-4-31b-it,1,505,1,4.0,4.65,4.25
gemma-4-31b-it,1,505,2,3.4,3.65,4.4
gemma-4-31b-it,1,505,3,4.0,5.0,5.0
glm-5.1,1,505,1,4.0,4.15,4.0
glm-5.1,1,505,2,3.6,4.0,4.25
glm-5.1,1,505,3,4.0,5.0,4.0
hermes-3-llama-3.1-405b,1,505,1,3.75,4.15,4.0
hermes-3-llama-3.1-405b,1,505,2,3.65,3.65,4.4
hermes-3-llama-3.1-405b,1,505,3,3.6,4.0,3.75
llada2.1-flash,1,505,1,3.35,3.4,3.25
llada2.1-flash,1,505,2,3.6,2.6,3.1
llada2.1-flash,1,505,3,3.6,3.25,4.0
llama-3.3-70b-instruct,1,505,1,4.0,3.4,4.25
llama-3.3-70b-instruct,1,505,2,3.75,3.6,4.0
llama-3.3-70b-instruct,1,505,3,4.0,4.0,4.6
llama4-maverick-17b-128e-moe,1,505,1,4.0,4.15,4.0
llama4-maverick-17b-128e-moe,1,505,2,3.75,3.65,4.0
llama4-maverick-17b-128e-moe,1,505,3,4.0,4.0,4.0
mistral-medium-3.5,1,505,1,4.0,3.65,4.4
mistral-medium-3.5,1,505,2,3.85,3.4,3.6
mistral-medium-3.5,1,505,3,3.6,4.0,3.75
qwen3.5-122b-a10b,1,505,1,4.6,4.85,5.0
qwen3.5-122b-a10b,1,505,2,4.0,4.25,4.25
qwen3.5-122b-a10b,1,505,3,3.85,3.85,4.1
qwen3.5-397b-a17b-moe,1,505,1,4.6,4.6,3.85
qwen3.5-397b-a17b-moe,1,505,2,4.6,5.0,4.5
qwen3.5-397b-a17b-moe,1,505,3,4.45,4.5,4.85
qwen3.5-9b,1,505,1,2.6,3.0,2.25
qwen3.5-9b,1,505,2,1.9,2.4,1.4
qwen3.5-9b,1,505,3,2.6,2.9,2.5
qwen3.6-27b-fp8,1,505,1,4.45,4.1,4.6
qwen3.6-27b-fp8,1,505,2,3.6,4.6,3.6
qwen3.6-27b-fp8,1,505,3,3.6,4.25,4.25
qwen3.6-35b-a3b-q8_0,1,505,1,3.45,4.1,4.1
qwen3.6-35b-a3b-q8_0,1,505,2,3.6,4.6,4.0
qwen3.6-35b-a3b-q8_0,1,505,3,3.0,3.6,4.6
command-a-03-2025,1,506,1,3.4,2.55,4.0
command-a-03-2025,1,506,2,3.0,3.0,3.25
command-a-03-2025,1,506,3,3.25,3.4,4.0
deepseek-v4-flash,1,506,1,3.75,4.15,4.4
deepseek-v4-flash,1,506,2,4.0,3.4,3.65
deepseek-v4-flash,1,506,3,3.85,3.5,4.25
gemma-4-12b-it-q8_0-llamacpp-a6000,1,506,1,1.15,1.65,1.0
gemma-4-12b-it-q8_0-llamacpp-a6000,1,506,2,1.35,2.0,1.0
gemma-4-12b-it-q8_0-llamacpp-a6000,1,506,3,1.0,1.15,1.0
gemma-4-31b-it,1,506,1,3.15,4.0,3.65
gemma-4-31b-it,1,506,2,3.15,4.15,3.0
gemma-4-31b-it,1,506,3,3.0,3.75,2.75
glm-5.1,1,506,1,3.35,3.4,3.25
glm-5.1,1,506,2,3.75,4.4,4.4
glm-5.1,1,506,3,3.85,3.75,4.25
hermes-3-llama-3.1-405b,1,506,1,3.4,3.65,4.0
hermes-3-llama-3.1-405b,1,506,2,3.4,3.4,4.0
hermes-3-llama-3.1-405b,1,506,3,3.15,4.0,4.0
llada2.1-flash,1,506,1,2.35,2.0,2.25
llada2.1-flash,1,506,2,2.35,2.0,2.25
llada2.1-flash,1,506,3,2.6,2.0,2.35
llama-3.3-70b-instruct,1,506,1,2.75,2.4,3.0
llama-3.3-70b-instruct,1,506,2,3.0,2.8,3.5
llama-3.3-70b-instruct,1,506,3,3.15,3.15,3.25
llama4-maverick-17b-128e-moe,1,506,1,3.35,3.75,3.75
llama4-maverick-17b-128e-moe,1,506,2,3.75,3.4,4.25
llama4-maverick-17b-128e-moe,1,506,3,3.15,3.4,3.65
mistral-medium-3.5,1,506,1,3.5,3.65,4.25
mistral-medium-3.5,1,506,2,3.0,3.0,3.65
mistral-medium-3.5,1,506,3,3.0,3.15,3.0
qwen3.5-122b-a10b,1,506,1,3.0,3.5,4.0
qwen3.5-122b-a10b,1,506,2,3.45,3.5,3.25
qwen3.5-122b-a10b,1,506,3,2.6,3.85,3.85
qwen3.5-397b-a17b-moe,1,506,1,4.0,4.25,4.0
qwen3.5-397b-a17b-moe,1,506,2,3.85,4.5,3.85
qwen3.5-397b-a17b-moe,1,506,3,4.0,3.9,4.4
qwen3.5-9b,1,506,1,1.4,1.65,1.4
qwen3.5-9b,1,506,2,2.0,2.75,3.25
qwen3.5-9b,1,506,3,1.0,2.0,1.5
qwen3.6-27b-fp8,1,506,1,2.75,3.4,3.5
qwen3.6-27b-fp8,1,506,2,2.85,2.85,4.25
qwen3.6-27b-fp8,1,506,3,2.6,2.85,2.85
qwen3.6-35b-a3b-q8_0,1,506,1,2.85,3.45,3.85
qwen3.6-35b-a3b-q8_0,1,506,2,2.85,3.1,3.6
qwen3.6-35b-a3b-q8_0,1,506,3,3.0,3.65,4.5
command-a-03-2025,1,507,1,4.25,4.4,4.0
command-a-03-2025,1,507,2,3.75,3.0,4.0
command-a-03-2025,1,507,3,4.25,4.0,4.0
deepseek-v4-flash,1,507,1,4.1,4.25,4.0
deepseek-v4-flash,1,507,2,4.0,3.65,4.0
deepseek-v4-flash,1,507,3,3.6,3.65,3.6
gemma-4-12b-it-q8_0-llamacpp-a6000,1,507,1,3.0,2.65,3.0
gemma-4-12b-it-q8_0-llamacpp-a6000,1,507,2,2.0,2.25,2.0
gemma-4-12b-it-q8_0-llamacpp-a6000,1,507,3,2.1,2.5,1.25
gemma-4-31b-it,1,507,1,3.6,3.05,4.25
gemma-4-31b-it,1,507,2,3.25,4.0,3.75
gemma-4-31b-it,1,507,3,4.0,2.65,4.0
glm-5.1,1,507,1,3.6,3.75,4.0
glm-5.1,1,507,2,4.0,4.5,4.0
glm-5.1,1,507,3,3.6,3.65,4.25
hermes-3-llama-3.1-405b,1,507,1,4.0,4.0,4.0
hermes-3-llama-3.1-405b,1,507,2,4.0,3.4,4.25
hermes-3-llama-3.1-405b,1,507,3,3.65,3.05,3.65
llada2.1-flash,1,507,1,2.85,2.35,2.6
llada2.1-flash,1,507,2,2.85,2.6,3.35
llada2.1-flash,1,507,3,2.85,1.85,3.1
llama-3.3-70b-instruct,1,507,1,4.0,3.4,4.0
llama-3.3-70b-instruct,1,507,2,3.75,3.75,4.25
llama-3.3-70b-instruct,1,507,3,4.0,4.15,4.25
llama4-maverick-17b-128e-moe,1,507,1,4.4,4.15,4.4
llama4-maverick-17b-128e-moe,1,507,2,4.25,3.8,4.0
llama4-maverick-17b-128e-moe,1,507,3,3.75,3.15,4.0
mistral-medium-3.5,1,507,1,3.75,3.8,4.0
mistral-medium-3.5,1,507,2,3.85,3.65,5.0
mistral-medium-3.5,1,507,3,4.0,4.4,5.0
qwen3.5-122b-a10b,1,507,1,4.0,3.65,4.25
qwen3.5-122b-a10b,1,507,2,4.25,4.5,4.65
qwen3.5-122b-a10b,1,507,3,3.25,2.9,4.65
qwen3.5-397b-a17b-moe,1,507,1,4.25,4.65,4.65
qwen3.5-397b-a17b-moe,1,507,2,3.85,3.65,4.5
qwen3.5-397b-a17b-moe,1,507,3,4.0,4.25,4.5
qwen3.5-9b,1,507,1,2.6,3.6,2.85
qwen3.5-9b,1,507,2,1.4,2.4,2.25
qwen3.5-9b,1,507,3,2.0,3.0,2.25
qwen3.6-27b-fp8,1,507,1,3.35,3.0,3.6
qwen3.6-27b-fp8,1,507,2,2.75,3.75,2.75
qwen3.6-27b-fp8,1,507,3,3.6,3.4,3.25
qwen3.6-35b-a3b-q8_0,1,507,1,3.45,3.15,3.65
qwen3.6-35b-a3b-q8_0,1,507,2,3.45,3.1,3.6
qwen3.6-35b-a3b-q8_0,1,507,3,3.2,3.1,3.1
command-a-03-2025,1,508,1,3.4,2.8,3.25
command-a-03-2025,1,508,2,2.4,3.05,2.65
command-a-03-2025,1,508,3,3.0,3.4,3.4
deepseek-v4-flash,1,508,1,3.65,3.4,3.65
deepseek-v4-flash,1,508,2,3.25,3.65,3.8
deepseek-v4-flash,1,508,3,3.75,3.8,3.9
gemma-4-12b-it-q8_0-llamacpp-a6000,1,508,1,1.4,1.4,1.4
gemma-4-12b-it-q8_0-llamacpp-a6000,1,508,2,1.4,1.4,1.25
gemma-4-12b-it-q8_0-llamacpp-a6000,1,508,3,1.15,2.0,1.0
gemma-4-31b-it,1,508,1,3.15,3.15,3.25
gemma-4-31b-it,1,508,2,2.9,2.8,3.4
gemma-4-31b-it,1,508,3,3.15,2.8,3.4
glm-5.1,1,508,1,2.25,2.25,2.25
glm-5.1,1,508,2,3.0,3.4,4.0
glm-5.1,1,508,3,3.75,3.65,4.0
hermes-3-llama-3.1-405b,1,508,1,3.0,4.15,4.0
hermes-3-llama-3.1-405b,1,508,2,3.4,2.9,3.0
hermes-3-llama-3.1-405b,1,508,3,3.0,3.4,2.9
llada2.1-flash,1,508,1,2.0,2.55,2.25
llada2.1-flash,1,508,2,2.0,1.8,2.4
llada2.1-flash,1,508,3,3.0,3.75,4.0
llama-3.3-70b-instruct,1,508,1,3.15,2.8,3.4
llama-3.3-70b-instruct,1,508,2,3.0,2.9,3.25
llama-3.3-70b-instruct,1,508,3,3.15,2.8,2.9
llama4-maverick-17b-128e-moe,1,508,1,3.4,4.15,3.0
llama4-maverick-17b-128e-moe,1,508,2,3.0,3.65,2.65
llama4-maverick-17b-128e-moe,1,508,3,3.55,3.4,3.4
mistral-medium-3.5,1,508,1,3.15,3.65,3.65
mistral-medium-3.5,1,508,2,3.15,3.05,2.65
mistral-medium-3.5,1,508,3,3.15,3.65,3.25
qwen3.5-122b-a10b,1,508,1,2.15,2.4,2.25
qwen3.5-122b-a10b,1,508,2,3.0,2.55,3.5
qwen3.5-122b-a10b,1,508,3,2.55,2.8,2.4
qwen3.5-397b-a17b-moe,1,508,1,3.0,2.65,4.0
qwen3.5-397b-a17b-moe,1,508,2,3.0,4.0,4.25
qwen3.5-397b-a17b-moe,1,508,3,3.0,2.8,4.0
qwen3.5-9b,1,508,1,2.0,2.4,2.25
qwen3.5-9b,1,508,2,2.0,2.25,2.0
qwen3.5-9b,1,508,3,2.0,2.25,1.65
qwen3.6-27b-fp8,1,508,1,2.0,2.4,1.65
qwen3.6-27b-fp8,1,508,2,2.4,3.05,2.9
qwen3.6-27b-fp8,1,508,3,1.85,1.85,1.85
qwen3.6-35b-a3b-q8_0,1,508,1,2.85,2.65,2.65
qwen3.6-35b-a3b-q8_0,1,508,2,2.4,3.25,2.9
qwen3.6-35b-a3b-q8_0,1,508,3,2.65,2.4,2.9
command-a-03-2025,1,509,1,4.6,4.6,4.25
command-a-03-2025,1,509,2,5.0,4.75,4.75
command-a-03-2025,1,509,3,5.0,4.75,5.0
deepseek-v4-flash,1,509,1,5.0,5.0,5.0
deepseek-v4-flash,1,509,2,4.6,4.85,4.65
deepseek-v4-flash,1,509,3,5.0,5.0,4.4
gemma-4-12b-it-q8_0-llamacpp-a6000,1,509,1,1.15,1.0,1.0
gemma-4-12b-it-q8_0-llamacpp-a6000,1,509,2,1.6,2.15,1.25
gemma-4-12b-it-q8_0-llamacpp-a6000,1,509,3,1.75,1.15,1.0
gemma-4-31b-it,1,509,1,4.6,4.75,5.0
gemma-4-31b-it,1,509,2,5.0,4.75,5.0
gemma-4-31b-it,1,509,3,5.0,4.75,5.0
glm-5.1,1,509,1,3.85,4.25,4.25
glm-5.1,1,509,2,4.6,4.75,5.0
glm-5.1,1,509,3,4.25,4.25,4.65
hermes-3-llama-3.1-405b,1,509,1,4.6,4.6,5.0
hermes-3-llama-3.1-405b,1,509,2,4.6,4.6,5.0
hermes-3-llama-3.1-405b,1,509,3,5.0,4.75,5.0
llada2.1-flash,1,509,1,3.65,3.65,4.65
llada2.1-flash,1,509,2,2.85,2.75,4.0
llada2.1-flash,1,509,3,3.25,3.85,4.5
llama-3.3-70b-instruct,1,509,1,4.6,4.25,5.0
llama-3.3-70b-instruct,1,509,2,4.75,4.4,5.0
llama-3.3-70b-instruct,1,509,3,4.0,4.35,3.75
llama4-maverick-17b-128e-moe,1,509,1,5.0,4.4,4.65
llama4-maverick-17b-128e-moe,1,509,2,4.0,4.6,4.0
llama4-maverick-17b-128e-moe,1,509,3,4.0,4.0,4.0
mistral-medium-3.5,1,509,1,3.95,4.2,4.0
mistral-medium-3.5,1,509,2,4.6,4.75,5.0
mistral-medium-3.5,1,509,3,4.6,4.75,5.0
qwen3.5-122b-a10b,1,509,1,4.2,4.2,4.6
qwen3.5-122b-a10b,1,509,2,5.0,5.0,5.0
qwen3.5-122b-a10b,1,509,3,5.0,5.0,5.0
qwen3.5-397b-a17b-moe,1,509,1,4.6,4.75,4.85
qwen3.5-397b-a17b-moe,1,509,2,4.6,5.0,4.6
qwen3.5-397b-a17b-moe,1,509,3,4.6,5.0,5.0
qwen3.5-9b,1,509,1,3.95,3.95,4.4
qwen3.5-9b,1,509,2,2.35,2.5,2.85
qwen3.5-9b,1,509,3,2.6,3.1,4.0
qwen3.6-27b-fp8,1,509,1,4.6,4.6,5.0
qwen3.6-27b-fp8,1,509,2,4.6,4.85,5.0
qwen3.6-27b-fp8,1,509,3,4.6,4.6,4.85
qwen3.6-35b-a3b-q8_0,1,509,1,4.6,4.75,4.25
qwen3.6-35b-a3b-q8_0,1,509,2,4.6,4.6,4.0
qwen3.6-35b-a3b-q8_0,1,509,3,4.2,3.95,4.2
command-a-03-2025,1,510,1,4.6,4.85,4.25
command-a-03-2025,1,510,2,4.0,4.0,3.6
command-a-03-2025,1,510,3,4.25,4.4,4.25
deepseek-v4-flash,1,510,1,4.0,4.75,4.25
deepseek-v4-flash,1,510,2,4.25,5.0,5.0
deepseek-v4-flash,1,510,3,4.35,5.0,4.85
gemma-4-12b-it-q8_0-llamacpp-a6000,1,510,1,1.85,2.0,2.0
gemma-4-12b-it-q8_0-llamacpp-a6000,1,510,2,1.0,1.0,1.0
gemma-4-12b-it-q8_0-llamacpp-a6000,1,510,3,1.0,1.15,1.0
gemma-4-31b-it,1,510,1,4.35,4.75,4.85
gemma-4-31b-it,1,510,2,3.85,4.0,4.0
gemma-4-31b-it,1,510,3,3.6,3.75,4.0
glm-5.1,1,510,1,4.35,4.85,5.0
glm-5.1,1,510,2,4.2,4.35,3.6
glm-5.1,1,510,3,4.2,4.6,3.85
hermes-3-llama-3.1-405b,1,510,1,4.75,4.75,5.0
hermes-3-llama-3.1-405b,1,510,2,5.0,5.0,5.0
hermes-3-llama-3.1-405b,1,510,3,5.0,4.75,5.0
llada2.1-flash,1,510,1,4.35,4.35,4.6
llada2.1-flash,1,510,2,4.2,4.0,4.6
llada2.1-flash,1,510,3,4.2,4.0,4.75
llama-3.3-70b-instruct,1,510,1,4.1,4.25,4.0
llama-3.3-70b-instruct,1,510,2,4.35,3.5,3.75
llama-3.3-70b-instruct,1,510,3,4.35,4.15,4.0
llama4-maverick-17b-128e-moe,1,510,1,4.25,4.6,4.0
llama4-maverick-17b-128e-moe,1,510,2,3.85,4.6,4.0
llama4-maverick-17b-128e-moe,1,510,3,4.25,4.85,4.25
mistral-medium-3.5,1,510,1,4.35,4.5,5.0
mistral-medium-3.5,1,510,2,4.25,4.75,4.4
mistral-medium-3.5,1,510,3,5.0,5.0,5.0
qwen3.5-122b-a10b,1,510,1,4.25,4.6,4.1
qwen3.5-122b-a10b,1,510,2,4.6,4.85,4.25
qwen3.5-122b-a10b,1,510,3,3.85,4.6,4.1
qwen3.5-397b-a17b-moe,1,510,1,4.6,4.85,4.6
qwen3.5-397b-a17b-moe,1,510,2,4.6,4.6,5.0
qwen3.5-397b-a17b-moe,1,510,3,4.6,4.6,5.0
qwen3.5-9b,1,510,1,3.45,3.85,3.85
qwen3.5-9b,1,510,2,3.6,3.95,3.6
qwen3.5-9b,1,510,3,3.6,4.6,4.6
qwen3.6-27b-fp8,1,510,1,4.2,4.6,5.0
qwen3.6-27b-fp8,1,510,2,4.6,4.85,4.5
qwen3.6-27b-fp8,1,510,3,4.85,5.0,5.0
qwen3.6-35b-a3b-q8_0,1,510,1,4.35,4.75,4.6
qwen3.6-35b-a3b-q8_0,1,510,2,4.6,4.45,5.0
qwen3.6-35b-a3b-q8_0,1,510,3,4.1,4.6,4.45
command-a-03-2025,1,511,1,4.0,4.0,4.0
command-a-03-2025,1,511,2,4.0,3.75,4.0
command-a-03-2025,1,511,3,4.25,3.8,4.4
deepseek-v4-flash,1,511,1,4.45,4.0,4.25
deepseek-v4-flash,1,511,2,4.6,5.0,5.0
deepseek-v4-flash,1,511,3,4.0,5.0,4.4
gemma-4-12b-it-q8_0-llamacpp-a6000,1,511,1,1.25,1.4,1.25
gemma-4-12b-it-q8_0-llamacpp-a6000,1,511,2,1.0,1.0,1.0
gemma-4-12b-it-q8_0-llamacpp-a6000,1,511,3,1.0,1.4,1.0
gemma-4-31b-it,1,511,1,3.6,3.8,4.0
gemma-4-31b-it,1,511,2,4.0,4.15,4.25
gemma-4-31b-it,1,511,3,4.15,4.65,5.0
glm-5.1,1,511,1,3.7,3.7,3.1
glm-5.1,1,511,2,3.85,4.25,4.25
glm-5.1,1,511,3,4.0,4.4,4.4
hermes-3-llama-3.1-405b,1,511,1,4.0,4.75,4.75
hermes-3-llama-3.1-405b,1,511,2,4.6,4.75,5.0
hermes-3-llama-3.1-405b,1,511,3,4.25,3.65,4.25
llada2.1-flash,1,511,1,1.65,1.8,1.5
llada2.1-flash,1,511,2,1.65,2.05,1.5
llada2.1-flash,1,511,3,2.0,1.4,2.25
llama-3.3-70b-instruct,1,511,1,4.25,4.15,4.4
llama-3.3-70b-instruct,1,511,2,4.0,3.35,4.0
llama-3.3-70b-instruct,1,511,3,4.25,4.15,4.0
llama4-maverick-17b-128e-moe,1,511,1,4.0,3.8,4.25
llama4-maverick-17b-128e-moe,1,511,2,4.0,3.8,4.15
llama4-maverick-17b-128e-moe,1,511,3,3.75,4.0,4.0
mistral-medium-3.5,1,511,1,3.75,4.4,4.15
mistral-medium-3.5,1,511,2,4.25,4.4,5.0
mistral-medium-3.5,1,511,3,4.0,4.15,4.0
qwen3.5-122b-a10b,1,511,1,4.25,4.5,4.5
qwen3.5-122b-a10b,1,511,2,4.25,4.6,4.5
qwen3.5-122b-a10b,1,511,3,3.85,4.25,3.6
qwen3.5-397b-a17b-moe,1,511,1,4.0,4.65,4.6
qwen3.5-397b-a17b-moe,1,511,2,4.25,4.65,5.0
qwen3.5-397b-a17b-moe,1,511,3,3.85,4.85,4.25
qwen3.5-9b,1,511,1,3.1,3.0,3.5
qwen3.5-9b,1,511,2,2.6,3.0,3.0
qwen3.5-9b,1,511,3,2.0,2.15,1.5
qwen3.6-27b-fp8,1,511,1,4.0,3.65,4.4
qwen3.6-27b-fp8,1,511,2,4.25,4.65,4.65
qwen3.6-27b-fp8,1,511,3,3.6,3.35,3.85
qwen3.6-35b-a3b-q8_0,1,511,1,4.0,4.0,4.25
qwen3.6-35b-a3b-q8_0,1,511,2,3.6,4.25,4.25
qwen3.6-35b-a3b-q8_0,1,511,3,3.6,4.4,5.0
command-a-03-2025,1,512,1,4.0,3.65,4.0
command-a-03-2025,1,512,2,4.0,4.0,5.0
command-a-03-2025,1,512,3,4.4,4.4,4.25
deepseek-v4-flash,1,512,1,3.85,3.85,4.85
deepseek-v4-flash,1,512,2,3.6,3.85,4.0
deepseek-v4-flash,1,512,3,3.45,3.85,3.85
gemma-4-12b-it-q8_0-llamacpp-a6000,1,512,1,1.0,1.0,1.0
gemma-4-12b-it-q8_0-llamacpp-a6000,1,512,2,2.25,2.5,1.5
gemma-4-12b-it-q8_0-llamacpp-a6000,1,512,3,2.0,2.15,2.0
gemma-4-31b-it,1,512,1,3.0,3.65,3.85
gemma-4-31b-it,1,512,2,3.15,3.65,4.25
gemma-4-31b-it,1,512,3,4.0,4.15,4.25
glm-5.1,1,512,1,3.6,4.0,4.25
glm-5.1,1,512,2,3.6,4.0,4.25
glm-5.1,1,512,3,4.85,4.65,5.0
hermes-3-llama-3.1-405b,1,512,1,4.15,3.9,4.4
hermes-3-llama-3.1-405b,1,512,2,3.45,3.6,3.6
hermes-3-llama-3.1-405b,1,512,3,4.0,3.75,4.25
llada2.1-flash,1,512,1,3.6,3.4,3.6
llada2.1-flash,1,512,2,3.2,3.2,3.6
llada2.1-flash,1,512,3,2.85,2.4,3.25
llama-3.3-70b-instruct,1,512,1,3.75,3.4,4.25
llama-3.3-70b-instruct,1,512,2,3.75,3.15,4.0
llama-3.3-70b-instruct,1,512,3,4.0,3.4,4.4
llama4-maverick-17b-128e-moe,1,512,1,4.0,3.4,3.65
llama4-maverick-17b-128e-moe,1,512,2,3.6,3.85,3.85
llama4-maverick-17b-128e-moe,1,512,3,3.35,3.5,4.0
mistral-medium-3.5,1,512,1,4.65,4.4,4.5
mistral-medium-3.5,1,512,2,4.5,4.4,5.0
mistral-medium-3.5,1,512,3,4.25,4.25,5.0
qwen3.5-122b-a10b,1,512,1,3.6,4.25,4.85
qwen3.5-122b-a10b,1,512,2,4.25,3.65,5.0
qwen3.5-122b-a10b,1,512,3,4.35,4.4,5.0
qwen3.5-397b-a17b-moe,1,512,1,4.25,4.25,5.0
qwen3.5-397b-a17b-moe,1,512,2,4.25,4.5,5.0
qwen3.5-397b-a17b-moe,1,512,3,4.5,4.65,5.0
qwen3.5-9b,1,512,1,3.2,4.0,4.0
qwen3.5-9b,1,512,2,3.35,3.25,2.25
qwen3.5-9b,1,512,3,3.85,3.4,4.6
qwen3.6-27b-fp8,1,512,1,3.6,3.6,4.85
qwen3.6-27b-fp8,1,512,2,3.85,4.0,4.85
qwen3.6-27b-fp8,1,512,3,3.25,3.65,4.5
qwen3.6-35b-a3b-q8_0,1,512,1,3.85,4.1,3.85
qwen3.6-35b-a3b-q8_0,1,512,2,3.45,3.1,4.45
qwen3.6-35b-a3b-q8_0,1,512,3,3.45,3.6,3.85
command-a-03-2025,1,513,1,3.6,4.0,3.6
command-a-03-2025,1,513,2,3.6,3.6,3.75
command-a-03-2025,1,513,3,3.85,4.35,3.75
deepseek-v4-flash,1,513,1,4.6,4.6,4.65
deepseek-v4-flash,1,513,2,4.2,4.2,4.85
deepseek-v4-flash,1,513,3,3.85,4.6,3.85
gemma-4-12b-it-q8_0-llamacpp-a6000,1,513,1,1.0,1.15,1.0
gemma-4-12b-it-q8_0-llamacpp-a6000,1,513,2,1.0,1.25,1.0
gemma-4-12b-it-q8_0-llamacpp-a6000,1,513,3,1.0,1.4,1.0
gemma-4-31b-it,1,513,1,4.25,4.75,4.25
gemma-4-31b-it,1,513,2,3.6,4.6,3.6
gemma-4-31b-it,1,513,3,4.2,4.6,4.25
glm-5.1,1,513,1,5.0,5.0,5.0
glm-5.1,1,513,2,4.6,5.0,4.75
glm-5.1,1,513,3,4.6,4.65,5.0
hermes-3-llama-3.1-405b,1,513,1,4.6,4.75,4.85
hermes-3-llama-3.1-405b,1,513,2,4.25,4.25,4.15
hermes-3-llama-3.1-405b,1,513,3,3.85,4.2,4.1
llada2.1-flash,1,513,1,1.0,1.25,1.0
llada2.1-flash,1,513,2,1.0,1.4,1.0
llada2.1-flash,1,513,3,1.6,1.75,1.6
llama-3.3-70b-instruct,1,513,1,2.4,3.75,2.75
llama-3.3-70b-instruct,1,513,2,2.4,3.25,3.25
llama-3.3-70b-instruct,1,513,3,2.4,3.35,4.0
llama4-maverick-17b-128e-moe,1,513,1,3.75,4.35,4.0
llama4-maverick-17b-128e-moe,1,513,2,3.6,3.6,3.75
